artist,attack,cardClass,collectible,cost,dbfId,flavor,health,id,name,playerClass,rarity,referencedTags/0,set,text,type,mechanics/0,howToEarnGolden,race,howToEarn,playRequirements/REQ_MINION_TARGET,playRequirements/REQ_TARGET_MIN_ATTACK,playRequirements/REQ_TARGET_TO_PLAY,mechanics/1,targetingArrowText,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MAX_ATTACK,elite,faction,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,playRequirements/REQ_TARGET_WITH_DEATHRATTLE,playRequirements/REQ_TARGET_WITH_RACE,durability,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,overload,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,entourage/7,entourage/8,entourage/9,spellDamage,classes/0,classes/1,classes/2,multiClassGroup,playRequirements/REQ_STEALTHED_TARGET,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_FROZEN_TARGET,referencedTags/1,collectionText,playRequirements/REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT,mechanics/2,mechanics/3,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,referencedTags/2
Richard Wright,1,ROGUE,true,3,1989,For tightening cogs and smashin' troggs!,,GVG_024,Cogmaster's Wrench,ROGUE,EPIC,,GVG,Has +2 Attack while you have a Mech.,WEAPON,AURA,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Scott,,HUNTER,true,2,40339,There is an urban legend that the first Toxic Sewer Ooze was born because a rookie Goon stashed an open container of milk in a Hidden Cache.,,CFM_026,Hidden Cache,HUNTER,RARE,,GANGS,"<b>Secret:</b> After your opponent plays a minion, give a random minion in your hand +2/+2.",SPELL,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Walpole,,SHAMAN,true,3,2620,"I'm not a shaman or anything, but isn't Elemental Destruction the opposite of what they want to do?",,AT_051,Elemental Destruction,SHAMAN,EPIC,,TGT,Deal $4-$5 damage to all minions. <b>Overload:</b> (5).,SPELL,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,2,NEUTRAL,true,2,891,"She carries a shield, but only so she can give it to someone she can stand behind.",3,EX1_058,Sunfury Protector,NEUTRAL,RARE,TAUNT,EXPERT1,<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>.,MINION,BATTLECRY,,,,,,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,,WARLOCK,true,4,40957,"There's a fine line between ""potion"" and ""grenade"". Wait. Actually, there's not.",,CFM_608,Blastcrystal Potion,WARLOCK,COMMON,,GANGS,Destroy a minion and one of your Mana Crystals.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Zemskov,3,NEUTRAL,true,3,41249,"Often misunderstood, it's just that he likes to use the eggs as pillows.",1,UNG_076,Eggnapper,NEUTRAL,COMMON,,UNGORO,<b>Deathrattle:</b> Summon two 1/1 Raptors.,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean McNally,1,NEUTRAL,true,3,39453,"Moroes runs an army of stewards, but still ends up inflating the balloons himself.",1,KAR_044,Moroes,NEUTRAL,LEGENDARY,,KARA,"<b>Stealth</b>
At the end of your turn, summon a 1/1 Steward.",MINION,STEALTH,"Crafting unlocked in the Parlor, in One Night in Karazhan.",,"Unlocked in the Parlor, in One Night in Karazhan.",,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Rane,3,NEUTRAL,true,4,1799,"This soul just <i>wails</i> on you. Dang, soul, let up already.",5,FP1_016,Wailing Soul,NEUTRAL,RARE,SILENCE,NAXX,<b>Battlecry: Silence</b> your other minions.,MINION,BATTLECRY,"Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,"Unlocked in The Construct Quarter, in the Naxxramas adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan & Gabor,,PRIEST,true,4,145,Sometimes it feels like this is all a game.,,EX1_345,Mindgames,PRIEST,EPIC,,EXPERT1,"Put a copy of
a random minion from
your opponent's deck into the battlefield.",SPELL,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Seaman,,MAGE,true,6,457,This spell can be very Entertaining.,,CS2_028,Blizzard,MAGE,RARE,,EXPERT1,Deal $2 damage to all enemy minions and <b>Freeze</b> them.,SPELL,FREEZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Lyon,,MAGE,true,2,447,This spell is much better than Arcane Implosion.,,CS2_025,Arcane Explosion,MAGE,FREE,,CORE,Deal $1 damage to all enemy minions.,SPELL,,Unlocked at Level 28.,,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHAMAN,true,,40183,,30,HERO_02a,Morgl the Oracle,SHAMAN,EPIC,,HERO_SKINS,,HERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Despain,3,NEUTRAL,true,4,635,"Sen'jin Villiage is nice, if you like trolls and dust.",5,CS2_179,Sen'jin Shieldmasta,NEUTRAL,FREE,,CORE,<b>Taunt</b>,MINION,TAUNT,Unlocked at Rogue Level 59.,,,,,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Lockwood,5,NEUTRAL,true,6,2510,"A veteran of a number of crusades, she is a force for light and goodness.  Her latest crusade is against goblin telemarketers.",5,AT_118,Grand Crusader,NEUTRAL,EPIC,,TGT,<b>Battlecry:</b> Add a random Paladin card to your hand.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,3,NEUTRAL,true,3,1155,"If he's raging now, just wait until he gets nerfed.",3,EX1_412,Raging Worgen,NEUTRAL,COMMON,WINDFURY,EXPERT1,<b>Enrage:</b> <b>Windfury</b> and +1 Attack.,MINION,ENRAGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Byrne,4,NEUTRAL,true,6,40617,"""Yeah, I can get you Knuckles.  No, no, he's been clean for *weeks*.""",4,CFM_328,Fight Promoter,NEUTRAL,EPIC,,GANGS,"[x]<b>Battlecry:</b> If you control
a minion with 6 or more
 Health, draw two cards.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Liu,,DRUID,true,4,40991,"The most powerful mushrooms are commonly found in boxes marked with ""?"".",,UNG_103,Evolving Spores,DRUID,RARE,ADAPT,UNGORO,<b>Adapt</b> your minions.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutchapol Thitinunthakorn,5,DRUID,true,6,38882,There's a whole gradient of Arakkoa! This one is on the darker side.,7,OG_293,Dark Arakkoa,DRUID,COMMON,,OG,"[x]<b>Taunt</b>
<b>Battlecry:</b> Give your C'Thun
+3/+3 <i>(wherever it is).</i>",MINION,BATTLECRY,,,,,,,RITUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAUNT,,,,,,,,,,,,,
Mark Gibbons,1,NEUTRAL,true,3,926,She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.,5,EX1_597,Imp Master,NEUTRAL,RARE,,EXPERT1,"[x]At the end of your turn, deal
1 damage to this minion
 and summon a 1/1 Imp.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dany Orizio,7,NEUTRAL,true,5,1796,"Stalagg want to write own flavor text.  ""STALAGG AWESOME!""",4,FP1_014,Stalagg,NEUTRAL,LEGENDARY,,NAXX,"<b>Deathrattle:</b> If Feugen also died this game, summon Thaddius.",MINION,DEATHRATTLE,"Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,"Unlocked in The Construct Quarter, in the Naxxramas adventure.",,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dany Orizio,3,PALADIN,true,3,1167,The Aldor hate two things: the Scryers and smooth jazz.,3,EX1_382,Aldor Peacekeeper,PALADIN,RARE,,EXPERT1,<b>Battlecry:</b> Change an enemy minion's Attack to 1.,MINION,BATTLECRY,,,,0,,,,Change Attack to 1.,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Walpole,,PRIEST,true,1,41170,"By accepting this healing, you agree to the following terms…",,UNG_030,Binding Heal,PRIEST,COMMON,,UNGORO,Restore #5 Health to a minion and your hero.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skan Srisuwan,,DRUID,true,7,38655,"They're just normal wisps, actually. The ""Of the Old Gods"" bit is just marketing.",,OG_195,Wisps of the Old Gods,DRUID,EPIC,,OG,<b>Choose One -</b> Summon seven 1/1 Wisps; or Give your minions +2/+2.,SPELL,CHOOSE_ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Chan,,MAGE,true,3,113,What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,,EX1_287,Counterspell,MAGE,RARE,COUNTER,EXPERT1,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",SPELL,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Che,,MAGE,true,4,430,Magi of the Kirin Tor were casting Cubes of Cold for many years before Cones came into fashion some 90 years ago.,,EX1_275,Cone of Cold,MAGE,COMMON,,EXPERT1,"<b>Freeze</b> a minion and the minions next to it, and deal $1 damage to them.",SPELL,FREEZE,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,,HUNTER,true,2,2893,Five years of tap-dancing lessons are FINALLY going to pay off!,,LOE_021,Dart Trap,HUNTER,COMMON,,LOE,"<b>Secret:</b> After an opposing <b>Hero Power</b> is used, deal $5 damage to a random enemy.",SPELL,SECRET,"Crafting unlocked in The Ruined City, in the League of Explorers adventure.",,"Unlocked in The Ruined City, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonboy Meyers,,WARRIOR,true,1,636,"The way to tell seasoned warriors from novice ones: the novices yell ""wheeeee"" while whirlwinding.",,EX1_400,Whirlwind,WARRIOR,FREE,,CORE,Deal $1 damage to ALL minions.,SPELL,,Unlocked at Level 32.,,Unlocked at Level 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Zhang,,HUNTER,true,4,292,"You see, it's all about <i>throughput</i>.",,DS1_183,Multi-Shot,HUNTER,FREE,,CORE,Deal $3 damage to two random enemy minions.,SPELL,,Unlocked at Level 36.,,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan & Gabor,,PRIEST,true,0,1189,"Reserved for enemy spellcasters, evil liches from beyond the grave, and karaoke nights at the Grim Guzzler.",,EX1_332,Silence,PRIEST,COMMON,,EXPERT1,<b>Silence</b> a minion.,SPELL,SILENCE,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan & Gabor,2,PALADIN,true,3,2515,He doesn't even get Sundays off.  Every day he's hostling.,4,AT_075,Warhorse Trainer,PALADIN,COMMON,,TGT,Your Silver Hand Recruits have +1 Attack.,MINION,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Wilson,,HUNTER,true,2,3001,"Harrison Jones was disappointed that he didn't get to be part of the League of Explorers, but his hat did.",,LOE_105,Explorer's Hat,HUNTER,RARE,DEATHRATTLE,LOE,"Give a minion +1/+1 and ""<b>Deathrattle:</b> Add an Explorer's Hat to your hand.""",SPELL,,Can be crafted after starting the League of Explorers adventure.,,Unlocked by starting the League of Explorers adventure.,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Langley,,SHAMAN,true,3,238,Spirit wolves are like regular wolves with pom-poms.,,EX1_248,Feral Spirit,SHAMAN,RARE,TAUNT,EXPERT1,Summon two 2/3 Spirit Wolves with <b>Taunt</b>. <b>Overload:</b> (2),SPELL,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,6,PALADIN,true,7,40295,Some new asphalt should do the trick.,6,CFM_062,Grimestreet Protector,PALADIN,RARE,DIVINE_SHIELD,GANGS,"[x]<b>Taunt</b>
<b>Battlecry:</b> Give adjacent
 minions <b>Divine Shield</b>.",MINION,BATTLECRY,,,,,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dany Orizio,,DRUID,true,1,1050,The claw decides who will stay and who will go.,,CS2_005,Claw,DRUID,FREE,,CORE,Give your hero +2 Attack this turn. Gain 2 Armor.,SPELL,,Unlocked at Level 32.,,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Nelson,,ROGUE,true,2,2304,"If you are thinking about visiting Moonbrook, you better roll deep.",,BRM_007,Gang Up,ROGUE,COMMON,,BRM,Choose a minion. Shuffle 3 copies of it into your deck.,SPELL,,"Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,3,NEUTRAL,true,3,1651,"He can see really far, and he doesn't use a telescope like those filthy pirates.",3,CS2_117,Earthen Ring Farseer,NEUTRAL,COMMON,,EXPERT1,<b>Battlecry:</b> Restore 3 Health.,MINION,BATTLECRY,,,,,,,,Restore 3 Health.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaemin Kim,4,NEUTRAL,true,4,1037,Twilight drakes feed on Mystical Energy.  And Tacos.,1,EX1_043,Twilight Drake,NEUTRAL,RARE,,EXPERT1,<b>Battlecry:</b> Gain +1 Health for each card in your hand.,MINION,BATTLECRY,,DRAGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Neimeister,7,DRUID,true,10,40416,"Aya siphons a bit of Kun's soul to animate each golem in her Jade army. To his credit, he's being a great sport about it.",7,CFM_308,Kun the Forgotten King,DRUID,LEGENDARY,,GANGS,<b>Choose One -</b> Gain 10 Armor; or Refresh your Mana Crystals.,MINION,CHOOSE_ONE,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Bozonnet,,DRUID,true,5,40615,The true mystery of lunar visions is how there is nothing to watch when there are so many channels.,,CFM_811,Lunar Visions,DRUID,EPIC,,GANGS,Draw 2 cards. Minions drawn cost (2) less.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,,SHAMAN,true,2,239,This would be real handy if your enemy is made of rock.,,CS2_045,Rockbiter Weapon,SHAMAN,FREE,,CORE,Give a friendly character +3 Attack this turn.,SPELL,,Unlocked at Level 36.,,Unlocked at Level 1.,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaemin Kim,1,NEUTRAL,true,1,475,This guy gets crazy strong at family reunions.,2,EX1_509,Murloc Tidecaller,NEUTRAL,RARE,,EXPERT1,"Whenever you summon a Murloc, gain +1 Attack.",MINION,,,MURLOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Mascho,2,DRUID,true,2,41252,"In the Tortollan tongue, Un’goro is known as the “Land of the Lost and Found.”",2,UNG_078,Tortollan Forager,DRUID,COMMON,,UNGORO,<b>Battlecry:</b> Add a random minion with 5 or more Attack to your hand.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Richardson,2,NEUTRAL,true,1,132,Voodoo is an oft-misunderstood art. But it <i>is</i> art.,1,EX1_011,Voodoo Doctor,NEUTRAL,FREE,,CORE,<b>Battlecry:</b> Restore 2 Health.,MINION,BATTLECRY,Unlocked at Rogue Level 55.,,,,,,,Restore 2 Health.,,,,,HORDE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Nelson,3,WARRIOR,true,2,2733,"Come at me, bro.",2,AT_069,Sparring Partner,WARRIOR,RARE,,TGT,"<b>Taunt</b>
<b>Battlecry:</b> Give a
minion <b>Taunt</b>.",MINION,BATTLECRY,,,,0,,,TAUNT,Grant <b>Taunt</b>.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Zanchetin,2,NEUTRAL,true,1,41309,Not to be confused with clubbing enthusiast Emerald Raver.,1,UNG_803,Emerald Reaver,NEUTRAL,COMMON,,UNGORO,<b>Battlecry:</b> Deal 1 damage to each hero.,MINION,BATTLECRY,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Eastburn,1,NEUTRAL,true,1,38541,"Ok, Initiate. You need to settle down and do your job. In this case, that means die so someone else can get a minor buff.",1,OG_158,Zealous Initiate,NEUTRAL,COMMON,,OG,<b>Deathrattle:</b> Give a random friendly minion +1/+1.,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerem Beyit,,WARLOCK,true,5,1985,Virtually every member of the pro demon lobby is a warlock. Weird.,,GVG_019,Demonheart,WARLOCK,EPIC,,GVG,"Deal $5 damage to a minion.  If it's a friendly Demon, give it +5/+5 instead.",SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,,WARRIOR,true,5,41407,Being hurt can make you another person.,,UNG_927,Sudden Genesis,WARRIOR,EPIC,,UNGORO,Summon copies of your damaged minions.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raven Mimura,,WARLOCK,true,3,40393,You know what really makes my blood boil? The skyrocketing price of Bloodfury potions!,,CFM_611,Bloodfury Potion,WARLOCK,RARE,,GANGS,"[x]Give a minion +3 Attack.
If it's a Demon, also
give it +3 Health.",SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Nazzaro,2,SHAMAN,true,2,40529,"""Best manicure ever!"" - Aya Blackpaw",,CFM_717,Jade Claws,SHAMAN,RARE,JADE_GOLEM,GANGS,"<b>Battlecry:</b> Summon a{1} {0} <b>Jade Golem</b>.
<b><b>Overload</b>:</b> (1)",WEAPON,BATTLECRY,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,"<b>Battlecry:</b> Summon a <b>Jade Golem</b>.
<b><b>Overload</b>:</b> (1)",,,,,,,,,,,,,,,
Anton Zemskov,1,NEUTRAL,true,2,40474,"""Naw, naw.  You're talkin' about Grime BOULEVARD.  I ain't know nuthin' 'bout that.""",1,CFM_321,Grimestreet Informant,NEUTRAL,RARE,DISCOVER,GANGS,"[x]<b>Battlecry:</b> <b>Discover</b> a
Hunter, Paladin, or Warrior
card.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HUNTER,PALADIN,WARRIOR,GRIMY_GOONS,,,,,,,,,,,,,,,,,,,,
Ralph Horsley,1,NEUTRAL,true,4,1915,There used to be five Horsemen but one of them left because a job opened up in the deadmines and the benefits were better.,7,FP1_031,Baron Rivendare,NEUTRAL,LEGENDARY,DEATHRATTLE,NAXX,Your minions trigger their <b>Deathrattles</b> twice.,MINION,AURA,"Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,"Unlocked in The Military Quarter, in the Naxxramas adventure.",,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Nelson,5,NEUTRAL,true,5,2509,Join the Argent Crusade!  We have attractive tabards and you get to carry really nice swords!,4,AT_113,Recruiter,NEUTRAL,EPIC,,TGT,<b>Inspire:</b> Add a 2/2 Squire to your hand.,MINION,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Swanland,,WARLOCK,true,1,974,Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,,EX1_308,Soulfire,WARLOCK,FREE,,CORE,"[x]Deal $4 damage.
Discard a random card.",SPELL,,Unlocked at Level 28.,,Unlocked at Level 6.,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler West Studio,2,NEUTRAL,true,3,41926,"We wanted to name him ""Ingenious Elemental"", but he just wasn't that bright.",3,UNG_845,Igneous Elemental,NEUTRAL,COMMON,,UNGORO,<b>Deathrattle:</b> Add two 1/2 Elementals to your hand.,MINION,DEATHRATTLE,,ELEMENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konstantin Turovec,8,NEUTRAL,true,6,41253,"Goes by the online handle ""KoolKrusher99.""",8,UNG_079,Frozen Crusher,NEUTRAL,RARE,FREEZE,UNGORO,"After this minion attacks, <b>Freeze</b> it.",MINION,,,ELEMENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Garner,,PRIEST,true,3,30,"""What do you get when you cast Thoughtsteal on an Orc?  Nothing!"" - Tauren joke",,EX1_339,Thoughtsteal,PRIEST,COMMON,,EXPERT1,Copy 2 cards in your opponent's deck and add them to your hand.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesper Esjing,4,NEUTRAL,true,4,38863,He gave her a promise ring and everything.,2,OG_283,C'Thun's Chosen,NEUTRAL,COMMON,,OG,"[x]<b>Divine Shield</b>
<b>Battlecry:</b> Give your C'Thun
+2/+2 <i>(wherever it is).</i>",MINION,BATTLECRY,,,,,,,DIVINE_SHIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RITUAL,,,,,,,,,,,,,
Milivoj Ceran,,MAGE,true,5,38418,What's in there? I bet it's cookie recipes!,,OG_090,Cabalist's Tome,MAGE,EPIC,,OG,Add 3 random Mage spells to your hand.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Nelson,3,SHAMAN,true,2,2005,"If you pay a little extra, you can get it in ""candy-apple red.""",2,GVG_037,Whirling Zap-o-matic,SHAMAN,COMMON,,GVG,<b>Windfury</b>,MINION,WINDFURY,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Zemskov,3,DRUID,true,4,38318,"Always manages to mention ""Back when I was creating the World Tree…"" in EVERY conversation. Sheesh! Enough already.",5,OG_044,Fandral Staghelm,DRUID,LEGENDARY,,OG,Your <b>Choose One</b> cards have both effects combined.,MINION,AURA,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slawomir Maniak,8,HUNTER,true,8,38909,Banned from every all-you-can-eat buffet on Azeroth.,8,OG_308,Giant Sand Worm,HUNTER,EPIC,,OG,"Whenever this attacks and kills a minion, it may attack again.",MINION,,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Ladrönn,5,SHAMAN,true,4,2034,He just closes his eyes and goes for it. Raarararrrarar!,4,GVG_066,Dunemaul Shaman,SHAMAN,RARE,,GVG,"<b>Windfury, Overload:</b> (1)
50% chance to attack the wrong enemy.",MINION,FORGETFUL,,,,,,,WINDFURY,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,,HUNTER,true,1,38377,The mastiff giggles if you don't hit any ducks.,,OG_061,On the Hunt,HUNTER,COMMON,,OG,"Deal $1 damage.
Summon a 1/1 Mastiff.",SPELL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Prescott,4,ROGUE,true,9,38861,C'Thun demands a sacrifice! Preferably a Deathwing.,4,OG_282,Blade of C'Thun,ROGUE,EPIC,,OG,<b>Battlecry:</b> Destroy a minion. Add its Attack and Health to your C'Thun's <i>(wherever it is).</i>,MINION,BATTLECRY,,,,0,,,RITUAL,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peet Cooper,2,NEUTRAL,true,2,2035,The only thing worse than smelling troggs is listening to their poetry.,3,GVG_067,Stonesplinter Trogg,NEUTRAL,COMMON,,GVG,"Whenever your opponent casts a spell, gain +1 Attack.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
